"nbhd_atl_id","nbhd_name","parcels","avgprice","medianprice"
"199","Green Forest Acres","16","150413","136500"
"20","Candler Park","100","497585","505000"
"200","Magnum Manor","12","277708","220750"
"201","Old Fourth Ward","279","393094","302500"
"202","Downtown","201","228162","202000"
"203","Georgia Tech","3","24033","21600"
"204","Home Park","61","395722","335000"
"205","Midtown","702","418503","314950"
"206","Ansley Park","85","964458","750000"
"207","Brookwood","25","435974","227500"
"208","Ardmore","58","564746","560000"
"209","Hanover West","1","880000","880000"
"21","Edgewood","188","391940","315000"
"210","Fairburn Mays","14","102767","118750"
"213","Wesley Battle","12","1078458","945000"
"214","Virginia Highland","217","662404","668500"
"215","North Buckhead","283","745204","532000"
"216","Lake Claire","80","589990","532500"
"217","Kirkwood","283","437776","412500"
"218","Mt. Paran/Northside","15","1559900","1600000"
"219","East Chastain Park","56","1413452","1118935.5"
"22","Custer/McDonough/Guice","32","157798","120500"
"220","Pine Hills","191","417869","290000"
"221","Paces","24","1506204","1350000"
"224","Carroll Heights","74","72038","67250"
"225","Brookhaven","49","1309866","1150000"
"226","Druid Hills","46","555126","477500"
"228","English Park","18","186605","87500"
"229","Bakers Ferry","2","113000","113000"
"23","Thomasville Heights","53","88966","83000"
"230","Oakland","1","351500","351500"
"231","Atlantic Station","64","355480","327000"
"232","Carey Park","30","91357","94000"
"234","Horseshoe Community","6","256507","247500"
"237","Buckhead Heights","33","343922","290000"
"238","Arlington Estates","13","131167","85000"
"239","Midwest Cascade","34","280329","263450"
"24","Norwood Manor","28","75241","64000"
"240","Chastain Park","42","1191655","1050000"
"242","Old Fairburn Village","5","122200","123000"
"244","East Lake","148","406403","391450"
"245","Perkerson","43","103386","102500"
"246","Glenrose Heights","66","90394","81250"
"247","Edmund Park","4","837500","852500"
"248","Morningside/Lenox Park","325","799991","665000"
"249","East Atlanta","249","354873","370000"
"25","South River Gardens","48","98782","94315"
"250","Huntington","3","121327","113981"
"2561","Peyton Heights","4","163025","148500"
"26","Blair Villa/Poole Creek","25","84460","75000"
"27","Rosedale Heights","3","120500","120000"
"28","Lakewood","54","95586","80500"
"29","Ridgedale Park","93","415461","249993"
"30","Lindbergh/Morosgo","95","334278","240000"
"31","South Tuxedo Park","23","898415","708500"
"32","Buckhead Village","100","1058958","396200"
"33","Lindridge/Martin Manor","46","326936","342500"
"34","Atkins Park","16","605839","737335"
"35","Piedmont Heights","30","669404","611667"
"36","Whitewater Creek","4","1061875","1060000"
"37","West Paces Ferry/Northside","29","1249499","1000000"
"3842","Baker Hills at Campbellton","21","104333","95000"
"3843","Bonnybrook Estates","15","119993","125000"
"3844","Continental Colony","6","128083","93750"
"39","Ridgewood Heights","22","570141","524500"
"40","Fernleaf","7","590871","605000"
"41","Westminster/Milmar","10","874038","706250"
"42","Arden/Habersham","10","1751214","1500000"
"44","Springlake","36","771851","758500"
"45","Channing Valley","13","661800","549000"
"46","Collier Hills","37","673062","655000"
"47","Colonial Homes","4","348250","355250"
"48","Cabbagetown","39","423111","407400"
"49","Reynoldstown","150","462340","429700"
"51","Ormewood Park","140","445711","405000"
"52","Woodland Hills","17","344224","360000"
"53","Benteen Park","26","235869","227000"
"54","Boulevard Heights","23","293248","240000"
"55","Rebel Valley Forest","18","84080","66000"
"56","Leila Valley","25","83424","70000"
"57","Chosewood Park","57","216003","192000"
"58","Cascade Avenue/Road","98","171973","139162.5"
"59","Oakland City","293","143481","120000"
"60","Campbellton Road","3","99500","105000"
"61","Southwest","52","127136","123750"
"62","Adams Park","52","161218","139950"
"63","Mellwood","1","179000","179000"
"64","Tampa Park","4","92183","104200"
"65","Brentwood","8","101511","102500"
"66","Lake Estates","2","99500","99500"
"67","Butner/Tell","2","112350","112350"
"68","Elmco Estates","5","66400","64000"
"69","Sandlewood Estates","6","152860","166450"
"7","Peachtree Heights East","35","761160","587500"
"71","Ben Hill","3","111667","119000"
"72","Berkeley Park","24","463442","421000"
"73","Underwood Hills","101","323739","315000"
"74","Riverside","58","278048","292500"
"75","Bolton","44","351926","289500"
"76","Blandtown","68","629664","550815"
"77","Lincoln Homes","32","73443","70000"
"78","Scotts Crossing","12","125942","76000"
"79","West Highlands","15","447577","464900"
"8","Mt. Gilead Woods","3","124833","129500"
"80","Rockdale","3","400467","397600"
"81","Monroe Heights","17","132103","65000"
"82","Brookview Heights","5","462180","148300"
"83","Center Hill","155","103136","79000"
"85","Wisteria Gardens","13","90140","85500"
"86","Baker Hills","28","105365","96000"
"87","Wilson Mill Meadows","31","97148","92000"
"88","Orchard Knob","42","90086","87050"
"9","Meadowbrook Forest","7","141500","155000"
"90","Peachtree Park","39","740517","665000"
"91","Buckhead Forest","82","506393","405000"
"92","Peachtree Heights West","150","559054","274950"
"93","Garden Hills","110","648796","577500"
"94","Peachtree Hills","107","480631","510000"
"95","Randall Mill","11","1262418","990000"
"96","Kingswood","21","1628072","1400000"
"97","Tuxedo Park","10","1280250","1075000"
"98","Margaret Mitchell","18","889417","867000"
"99","Westover Plantation","28","291550","290000"
