"nbhd_atl_id","nbhd_name","parcels","avgprice","medianprice"
"37","West Paces Ferry/Northside","32","1503870","1422500"
"3842","Baker Hills at Campbellton","18","199867","191400"
"3843","Bonnybrook Estates","15","212647","215000"
"3844","Continental Colony","7","238171","245600"
"39","Ridgewood Heights","21","680082","650000"
"40","Fernleaf","2","747500","747500"
"41","Westminster/Milmar","12","1038400","948750"
"42","Arden/Habersham","8","2118563","1641750"
"43","Woodfield","4","842850","884200"
"44","Springlake","30","942793","1010000"
"45","Channing Valley","6","850167","701000"
"46","Collier Hills","23","909435","910000"
"47","Colonial Homes","8","408518","405000"
"48","Cabbagetown","26","540816","546500"
"49","Reynoldstown","106","600761","588353"
"51","Ormewood Park","121","588936","519750"
"52","Woodland Hills","13","545654","540499"
"53","Benteen Park","21","447388","400000"
"54","Boulevard Heights","17","517279","343100"
"55","Rebel Valley Forest","25","198142","225000"
"56","Leila Valley","29","182421","167000"
"57","Chosewood Park","24","281129","230000"
"58","Cascade Avenue/Road","72","273047","263750"
"59","Oakland City","181","279250","250000"
"60","Campbellton Road","2","98500","98500"
"61","Southwest","19","226346","225000"
"62","Adams Park","41","298864","285419"
"63","Mellwood","1","210000","210000"
"65","Brentwood","5","172800","180000"
"66","Lake Estates","2","48200","48200"
"67","Butner/Tell","3","129667","109000"
"68","Elmco Estates","8","208139","190057"
"69","Sandlewood Estates","13","234100","256500"
"7","Peachtree Heights East","34","953384","862500"
"72","Berkeley Park","16","583700","525750"
"73","Underwood Hills","92","403214","392500"
"74","Riverside","68","422633","399945"
"75","Bolton","33","463915","450000"
"76","Blandtown","110","634980","582445"
"77","Lincoln Homes","14","186547","192700"
"78","Scotts Crossing","10","208450","162500"
"79","West Highlands","7","539000","540000"
"8","Mt. Gilead Woods","5","270020","320000"
"80","Rockdale","3","557667","552000"
"81","Monroe Heights","33","306817","349900"
"82","Brookview Heights","1","215000","215000"
"83","Center Hill","122","213034","183500"
"85","Wisteria Gardens","7","186581","205000"
"86","Baker Hills","25","198016","195000"
"87","Wilson Mill Meadows","23","203150","203000"
"88","Orchard Knob","44","231315","251500"
"9","Meadowbrook Forest","2","267500","267500"
"90","Peachtree Park","61","951512","840000"
"91","Buckhead Forest","88","535643","451500"
"92","Peachtree Heights West","182","1188676","627500"
"93","Garden Hills","127","764743","700000"
"94","Peachtree Hills","109","564774","650000"
"95","Randall Mill","13","1169804","700000"
"96","Kingswood","13","2960769","2180000"
"97","Tuxedo Park","16","1973699","1802500"
"98","Margaret Mitchell","22","935098","764450.5"
"99","Westover Plantation","27","370205","365000"
