"nbhd_atl_id","nbhd_name","parcels","avgprice","medianprice"
"80","Rockdale","1","496000","496000"
"81","Monroe Heights","10","87390","69750"
"83","Center Hill","138","127051","95000"
"85","Wisteria Gardens","9","113845","110000"
"86","Baker Hills","24","143717","132450"
"87","Wilson Mill Meadows","20","135852","130075"
"88","Orchard Knob","30","101383","94250"
"9","Meadowbrook Forest","7","138304","125500"
"90","Peachtree Park","49","813583","725000"
"91","Buckhead Forest","77","483805","437000"
"92","Peachtree Heights West","131","795071","285000"
"93","Garden Hills","144","656513","624950"
"94","Peachtree Hills","121","552722","597500"
"95","Randall Mill","13","1261012","965000"
"96","Kingswood","15","2068933","1600000"
"97","Tuxedo Park","12","1641917","1300000"
"98","Margaret Mitchell","23","830876","676000"
"99","Westover Plantation","35","295797","290000"
