"nbhd_atl_id","nbhd_name","parcels","avgprice","medianprice"
"206","Ansley Park","58","1303867","1022500"
"207","Brookwood","13","342859","252500"
"208","Ardmore","42","638160","634000"
"209","Hanover West","9","1086878","1150000"
"21","Edgewood","142","504080","462450"
"210","Fairburn Mays","3","174000","195000"
"213","Wesley Battle","5","1409600","1035000"
"214","Virginia Highland","130","961726","864500"
"215","North Buckhead","184","822394","550664.5"
"216","Lake Claire","65","815166","730000"
"217","Kirkwood","184","529838","477500"
"218","Mt. Paran/Northside","13","2777385","2675000"
"219","East Chastain Park","45","953306","532874"
"22","Custer/McDonough/Guice","20","252837","250000"
"220","Pine Hills","130","577905","386000"
"221","Paces","14","1000507","902500"
"223","Bankhead/Bolton","1","50159","50159"
"224","Carroll Heights","40","179660","170652.5"
"225","Brookhaven","26","1907871","1917500"
"226","Druid Hills","38","1040435","590500"
"227","Chattahoochee","1","50000","50000"
"228","English Park","5","159120","132000"
"23","Thomasville Heights","29","171483","145000"
"230","Oakland","2","433000","433000"
"231","Atlantic Station","47","404839","386884"
"232","Carey Park","35","183958","175000"
"234","Horseshoe Community","2","274156","274156"
"237","Buckhead Heights","36","381043","340000"
"238","Arlington Estates","19","197310","172000"
"239","Midwest Cascade","19","347568","293800"
"24","Norwood Manor","8","181881","191575"
"240","Chastain Park","44","2341193","1682500"
"242","Old Fairburn Village","1","225000","225000"
"244","East Lake","82","609830","582500"
"245","Perkerson","19","466273","194000"
"246","Glenrose Heights","48","168094","155000"
"247","Edmund Park","5","941300","925000"
"248","Morningside/Lenox Park","150","1103491","962500"
"249","East Atlanta","159","458894","456000"
"25","South River Gardens","27","179716","171000"
"2561","Peyton Heights","4","268000","287499.5"
"26","Blair Villa/Poole Creek","9","149500","154900"
"27","Rosedale Heights","4","304500","208000"
"28","Lakewood","20","192221","170000"
"29","Ridgedale Park","38","589896","450000"
"30","Lindbergh/Morosgo","46","393122","340000"
"31","South Tuxedo Park","17","1326859","1023000"
"32","Buckhead Village","46","687485","315500"
"33","Lindridge/Martin Manor","34","444284","473750"
"34","Atkins Park","11","774068","815000"
"35","Piedmont Heights","25","768320","670000"
"36","Whitewater Creek","4","1481250","1325000"
"37","West Paces Ferry/Northside","25","1461620","1295000"
"3842","Baker Hills at Campbellton","14","190420","170000"
"3843","Bonnybrook Estates","7","188357","180000"
"3844","Continental Colony","8","292310","290000"
"39","Ridgewood Heights","20","771030","740500"
"40","Fernleaf","2","655000","655000"
"41","Westminster/Milmar","7","1388529","975000"
"42","Arden/Habersham","3","2900000","1600000"
"43","Woodfield","3","1044333","855000"
"44","Springlake","22","920846","810250"
"45","Channing Valley","6","751650","670000"
"46","Collier Hills","19","937064","975000"
"47","Colonial Homes","7","527643","525000"
"48","Cabbagetown","13","500994","416000"
"49","Reynoldstown","65","618553","625000"
"51","Ormewood Park","83","624115","550000"
"52","Woodland Hills","11","482091","395000"
"53","Benteen Park","18","320444","298500"
"54","Boulevard Heights","22","661497","452500"
"55","Rebel Valley Forest","15","150067","150000"
"56","Leila Valley","22","162057","141500"
"57","Chosewood Park","34","445915","250000"
"58","Cascade Avenue/Road","61","276230","258770"
"59","Oakland City","163","282534","248000"
"60","Campbellton Road","12","158281","135750"
"61","Southwest","22","296311","188125"
"62","Adams Park","33","285274","262000"
"63","Mellwood","7","169792","135000"
"64","Tampa Park","4","250975","247200"
"65","Brentwood","1","148258","148258"
"66","Lake Estates","1","155000","155000"
"68","Elmco Estates","11","447386","165000"
"69","Sandlewood Estates","3","255931","265000"
"7","Peachtree Heights East","30","1102163","1145000"
"72","Berkeley Park","9","517500","536000"
"73","Underwood Hills","73","429159","405000"
"74","Riverside","55","411095","403200"
"75","Bolton","23","473583","488000"
"76","Blandtown","56","653714","686977.5"
"77","Lincoln Homes","13","187469","180001"
"78","Scotts Crossing","19","188979","195000"
"79","West Highlands","7","571857","578000"
"8","Mt. Gilead Woods","2","230550","230550"
"80","Rockdale","3","584133","580000"
"81","Monroe Heights","10","182710","153600"
"82","Brookview Heights","2","180000","180000"
"83","Center Hill","89","226994","197200"
"85","Wisteria Gardens","8","159125","141000"
"86","Baker Hills","15","200462","178000"
"87","Wilson Mill Meadows","12","195625","185000"
"88","Orchard Knob","24","183286","182500"
"9","Meadowbrook Forest","8","214523","205000"
"90","Peachtree Park","32","1033396","886000"
"91","Buckhead Forest","43","605500","565000"
"92","Peachtree Heights West","122","1149848","458750"
"93","Garden Hills","92","772503","680750"
"94","Peachtree Hills","64","529234","586000"
"95","Randall Mill","10","1607000","1077500"
"96","Kingswood","15","2086613","1975000"
"97","Tuxedo Park","9","2244444","1560000"
"98","Margaret Mitchell","18","1105389","892000"
"99","Westover Plantation","28","381663","397000"
