"nbhd_atl_id","nbhd_name","parcels","avgprice","medianprice"
"57","Chosewood Park","47","388971","195000"
"58","Cascade Avenue/Road","109","141503","118000"
"59","Oakland City","396","116090","103750"
"60","Campbellton Road","4","54975","45000"
"61","Southwest","38","108692","100000"
"62","Adams Park","45","148101","140000"
"63","Mellwood","3","74667","64000"
"64","Tampa Park","2","78500","78500"
"65","Brentwood","6","113832","102245"
"66","Lake Estates","5","113600","106000"
"67","Butner/Tell","4","61250","59000"
"68","Elmco Estates","9","76222","75000"
"69","Sandlewood Estates","8","126593","129500"
"7","Peachtree Heights East","39","799809","767500"
"71","Ben Hill","2","157500","157500"
"72","Berkeley Park","23","376318","340000"
"73","Underwood Hills","116","326036","322500"
"74","Riverside","67","288996","300000"
"75","Bolton","53","308678","325000"
"76","Blandtown","33","372025","362000"
"77","Lincoln Homes","14","60168","48500"
"78","Scotts Crossing","9","88870","79330"
"79","West Highlands","6","360650","359000"
"8","Mt. Gilead Woods","4","101625","81250"
"80","Rockdale","1","441500","441500"
"81","Monroe Heights","14","99911","68000"
"82","Brookview Heights","1","35000","35000"
"83","Center Hill","192","74931","60000"
"85","Wisteria Gardens","11","89397","81652"
"86","Baker Hills","32","78095","78950"
"87","Wilson Mill Meadows","23","94988","87500"
"88","Orchard Knob","20","66205","66250"
"9","Meadowbrook Forest","4","114625","102750"
"90","Peachtree Park","49","745293","696500"
"91","Buckhead Forest","103","435701","360000"
"92","Peachtree Heights West","305","392619","150000"
"93","Garden Hills","140","710771","582450"
"94","Peachtree Hills","128","366736","221500"
"95","Randall Mill","11","1196136","1000000"
"96","Kingswood","13","1651712","1430000"
"97","Tuxedo Park","10","912660","937500"
"98","Margaret Mitchell","23","742231","639000"
"99","Westover Plantation","26","266965","254000"
