"nbhd_atl_id","nbhd_name","parcels","avgprice","medianprice"
"25","South River Gardens","31","41871","34000"
"250","Huntington","3","122258","114500"
"2561","Peyton Heights","3","53317","70000"
"26","Blair Villa/Poole Creek","11","34336","35000"
"27","Rosedale Heights","11","36700","39000"
"28","Lakewood","29","40641","33259"
"29","Ridgedale Park","57","525108","347500"
"30","Lindbergh/Morosgo","51","247980","147500"
"31","South Tuxedo Park","23","833294","613000"
"32","Buckhead Village","70","252141","220500"
"33","Lindridge/Martin Manor","67","307958","303000"
"34","Atkins Park","13","576046","651000"
"35","Piedmont Heights","32","624716","558500"
"36","Whitewater Creek","6","1271667","1237500"
"37","West Paces Ferry/Northside","30","860129","842353"
"3842","Baker Hills at Campbellton","7","47871","35000"
"3843","Bonnybrook Estates","6","81167","87500"
"3844","Continental Colony","7","112429","136000"
"3845","Emory","1","365000","365000"
"39","Ridgewood Heights","16","412938","441000"
"40","Fernleaf","4","476125","384000"
"41","Westminster/Milmar","10","969600","1018750"
"42","Arden/Habersham","6","1295530","1322500"
"43","Woodfield","6","673900","667200"
"44","Springlake","34","717259","700000"
"45","Channing Valley","14","481464","446500"
"46","Collier Hills","30","651186","645250"
"47","Colonial Homes","15","320360","325000"
"48","Cabbagetown","31","342626","350000"
"49","Reynoldstown","141","283534","270000"
"51","Ormewood Park","199","296316","275000"
"52","Woodland Hills","21","333626","348000"
"53","Benteen Park","40","192119","149000"
"54","Boulevard Heights","31","196754","208500"
"55","Rebel Valley Forest","24","18477","15000"
"56","Leila Valley","18","44703","27000"
"57","Chosewood Park","49","133890","82000"
"58","Cascade Avenue/Road","72","58354","48750"
"59","Oakland City","182","49341","37500"
"60","Campbellton Road","1","52000","52000"
"61","Southwest","35","74534","56500"
"62","Adams Park","47","79453","58500"
"63","Mellwood","1","107900","107900"
"64","Tampa Park","1","23500","23500"
"65","Brentwood","5","36618","35000"
"66","Lake Estates","2","90500","90500"
"67","Butner/Tell","1","30000","30000"
"68","Elmco Estates","10","50213","45250"
"69","Sandlewood Estates","10","118875","125450"
"7","Peachtree Heights East","51","647341","550000"
"72","Berkeley Park","22","305758","276100"
"73","Underwood Hills","111","319087","310000"
"74","Riverside","69","243157","223000"
"75","Bolton","43","279809","324000"
"76","Blandtown","38","305345","279450"
"77","Lincoln Homes","16","41194","40000"
"78","Scotts Crossing","7","63914","65000"
"79","West Highlands","7","296243","295000"
"8","Mt. Gilead Woods","3","85833","82000"
"81","Monroe Heights","6","39370","25310"
"82","Brookview Heights","1","11000","11000"
"83","Center Hill","65","34411","30750"
"85","Wisteria Gardens","12","53679","44950"
"86","Baker Hills","21","49765","39500"
"87","Wilson Mill Meadows","19","44410","37500"
"88","Orchard Knob","20","39924","32250"
"89","Lenox","1","74200","74200"
"9","Meadowbrook Forest","3","41709","35500"
"90","Peachtree Park","46","723077","635000"
"91","Buckhead Forest","68","386718","385250"
"92","Peachtree Heights West","204","579739","248500"
"93","Garden Hills","156","557462","575180"
"94","Peachtree Hills","89","512385","495075"
"95","Randall Mill","10","859550","638250"
"96","Kingswood","14","1501673","1291295"
"97","Tuxedo Park","12","1449102","1664611"
"98","Margaret Mitchell","27","722940","750000"
"99","Westover Plantation","33","223481","219000"
